DATA_VOLUME_WEEKDAYS,social_networks_and_messengers_count,DATA_VOLUME_WEEKENDS,CALCULATION_METHOD_ID,video_content_and_streaming_count,cloud_services_and_email_count,phone_value,device_type_rus_smartphone,ecommerce_score,device_type_rus_phone,online_services_and_digital_stores_count,lifetime,how_long_same_model,AVG_ARPU,SCORING,maps_and_transport_count,calls_count_in_weekdays,calls_count_in_weekends,dating_and_social_platforms_count,calls_count_out_weekdays,target
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,168.63333333,19.0,52.108708333,3,0.0,1.48,0.13,0.0,2.61,6
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,32.4,21.0,42.80085,0,0.0,4.09,3.25,0.0,4.96,3
0.0,0.0,0.0,1,0.0,0.0,1.0,True,0,False,0.0,140.3,11.0,66.043358333,2,0.0,4.83,3.75,0.0,2.13,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,58.0,14.0,62.51685,1,0.0,2.13,0.88,0.0,1.7,6
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,92.266666667,25.0,11.627325,1,0.0,0.96,0.0,0.0,0.57,1
3.771,72.36,2.986,1,6.58,126.58,1.0,True,0,False,0.81,166.23333333,3.0,37.594716667,2,0.0,2.48,1.13,0.0,1.39,4
48.163,295.38000000000005,23.07800000000001,1,24.9,441.29,3.0,True,0,False,0.48,68.333333333,8.0,86.378908333,2,0.0,6.09,2.38,0.0,4.26,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,129.4,15.0,54.02575,2,0.0,9.65,3.38,0.0,5.22,5
23.539,101.78,616.383,0,28.26,145.64,3.0,True,1,False,0.0,130.46666667,1.0,70.583883333,2,0.0,1.65,2.38,3.55,3.3,3
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,96.866666667,25.0,11.999591667,2,0.0,7.09,1.0,0.0,3.7,5
144.894,47.400000000000006,114.596,0,23.42,131.22,3.0,True,0,False,5.58,10.633333333,2.0,117.20309091,2,0.0,7.74,5.88,0.0,5.22,5
40.804,219.17,19.296,0,34.94,122.09,3.0,True,0,False,0.29,53.233333333,4.0,56.161175,2,0.0,4.0,2.88,0.0,5.83,3
20.9,55.76999999999999,15.549,1,29.1,297.84000000000003,3.0,True,1,False,0.0,178.93333333,24.0,28.268208333,2,0.0,10.0,6.5,0.0,6.96,4
6.134,104.87,8.276,1,8.32,50.39,3.0,True,1,False,0.0,75.266666667,10.0,39.658483333,1,0.0,1.78,1.63,0.0,1.96,3
25.557,12.74,0.7759999999999999,0,4.61,38.089999999999996,2.0,True,1,False,17.58,173.53333333,10.0,91.291383333,3,1.97,5.17,4.38,0.0,4.52,5
138.355,70.55,50.57899999999999,0,56.68,153.77,3.0,True,1,False,0.03,11.266666667,10.0,67.345045455,2,0.0,0.09,0.13,0.0,0.13,3
22.999,218.99999999999997,10.630999999999998,1,34.35,97.16,3.0,True,0,False,0.0,156.3,4.0,59.917041667,3,0.0,17.3,7.13,0.0,23.22,5
0.816,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,171.43333333,1.0,204.04816667,4,0.0,0.74,0.38,0.0,0.04,4
69.554,497.96999999999997,45.712,1,17.23,191.39,3.0,True,1,False,0.26,96.166666667,17.0,58.431391667,3,0.0,14.17,5.5,0.0,16.61,3
5.017,41.900000000000006,0.011,1,2.1,14.16,3.0,True,0,False,0.0,125.96666667,25.0,33.496641667,3,0.0,8.48,4.38,0.0,9.0,5
5.99,23.96,0.002,1,0.13,15.129999999999999,3.0,True,0,False,0.0,195.63333333,17.0,58.911791667,2,0.0,0.7,0.0,0.0,0.48,6
19.04,57.52,17.179000000000002,1,11.19,72.19,3.0,True,1,False,0.0,48.833333333,20.0,138.5729,4,0.03,5.43,4.0,0.0,7.04,3
22.296,208.58,24.441,0,2.23,69.74,3.0,True,0,False,15.42,107.73333333,13.0,7.2496,1,1.84,0.52,0.63,0.0,0.13,4
6.117999999999999,31.290000000000003,0.006,0,2.23,15.06,3.0,True,0,False,0.0,44.666666667,23.0,34.583166667,1,0.0,0.52,0.0,0.0,1.22,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,146.26666667,24.0,60.14065833300001,1,0.0,4.83,3.75,0.0,5.04,5
6.162000000000001,20.8,8.491,0,0.0,41.87,3.0,True,0,False,0.0,193.83333333,25.0,52.020533333,3,0.0,16.91,10.5,0.0,16.26,5
0.062,0.06,0.0,1,0.03,0.19,2.0,True,0,False,0.42,128.63333333,8.0,86.011158333,2,0.0,2.61,2.38,0.0,4.83,5
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,100.46666667,25.0,27.777916667,0,0.0,0.04,0.38,0.0,0.04,3
470.514,167.61,406.365,0,328.19,211.03,3.0,True,1,False,0.0,63.933333333,6.0,61.092641667,3,0.0,5.96,4.25,0.0,5.78,3
4.802,10.73,1.335,1,6.94,100.16000000000001,3.0,True,0,False,0.0,171.46666667,25.0,50.033983333,3,0.0,0.57,0.38,0.0,1.04,4
98.232,667.98,32.067,0,2.81,266.71,3.0,True,1,False,0.32,143.0,11.0,65.083083333,3,0.0,17.7,4.13,0.0,11.43,5
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,96.066666667,20.0,356.01961667,3,0.0,3.09,1.88,0.0,3.22,6
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,58.1,24.0,37.215741667,0,0.0,5.87,4.5,0.0,2.83,6
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,143.8,20.0,42.842875,3,0.0,1.57,0.0,0.0,1.65,6
79.339,326.03,160.043,1,171.74,574.4200000000001,3.0,True,0,False,0.0,147.16666667,2.0,54.64405,1,0.0,4.83,3.13,0.0,3.96,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,171.13333333,23.0,34.244391666999995,2,0.0,3.22,1.5,0.0,4.17,4
117.252,357.49,200.719,1,5.48,296.0,2.0,True,1,False,113.19,78.466666667,20.0,316.449975,4,76.58,24.22,8.75,0.0,38.52,4
86.99,382.99999999999994,64.73,0,18.1,283.48,3.0,True,1,False,0.0,131.53333333,12.0,116.21699167,3,0.0,11.09,3.0,122.87,10.17,4
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,167.96666667,9.0,40.985383333,3,0.0,3.74,3.25,0.0,2.52,5
88.624,223.54000000000002,43.447,0,19.19,234.94,1.0,True,0,False,0.42,148.03333333,6.0,39.873833333,2,0.0,4.04,3.38,0.0,1.91,3
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,195.6,25.0,50.93685,3,0.0,7.17,2.0,0.0,5.35,5
0.125,3.16,1.699,1,0.0,0.06,3.0,True,0,False,0.0,174.73333333,25.0,151.83008333,3,0.0,7.83,1.63,0.0,4.13,4
0.0,0.06,0.018,1,0.0,0.13,1.0,True,0,False,0.0,155.8,12.0,72.1621,4,0.0,1.52,0.13,0.0,1.96,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,146.23333333,25.0,8.6957,0,0.0,3.78,3.0,0.0,2.17,6
3.3360000000000003,9.290000000000001,2.157,0,10.19,27.03,3.0,True,0,False,0.0,57.9,19.0,43.791108333,1,0.0,1.09,0.25,0.0,1.3,5
9.891,37.989999999999995,53.493,0,1.0,11.709999999999999,3.0,True,0,False,6.84,82.033333333,25.0,54.332158333,3,2.45,9.0,2.38,0.0,4.43,3
1302.3239999999996,786.3499999999999,818.582,0,247.52,879.87,3.0,True,1,False,12.520000000000001,48.5,7.0,110.52025,3,2.16,12.09,8.75,0.0,11.39,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,65.166666667,1.0,29.033683333000003,0,0.0,5.52,1.88,0.0,8.13,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,130.16666667,16.0,50.73025,2,0.0,1.78,0.5,0.0,1.13,4
61.833,239.08999999999997,50.524,0,7.94,153.25,4.0,False,0,False,0.0,185.0,2.0,59.337375,3,0.0,4.04,3.13,0.0,2.91,3
41.102,29.55,30.359,1,55.03,114.89999999999999,3.0,True,0,False,0.0,170.23333333,7.0,26.242483333000003,2,0.0,6.78,1.25,0.0,4.65,5
6.818,4.1899999999999995,1.926,1,4.9,21.03,3.0,True,0,False,0.0,90.1,25.0,28.218916667,1,0.0,1.39,2.13,0.0,1.43,6
231.871,1083.81,151.463,0,33.13,341.78,2.0,True,1,False,118.64999999999999,133.4,15.0,153.20879167,4,14.23,21.57,14.0,0.0,26.22,3
91.514,26.740000000000002,10.847,0,29.06,87.45,3.0,True,0,False,0.06,22.7,22.0,66.24950833300001,2,0.0,0.3,0.0,0.0,0.26,5
6.956,12.22,9.162,1,0.52,72.97,3.0,True,0,False,0.0,72.233333333,6.0,43.453175,1,0.0,1.26,1.63,0.0,1.61,5
168.64700000000005,498.19000000000005,147.435,1,11.81,254.19,1.0,True,0,False,148.13,151.96666667,8.0,305.88878333,4,28.900000000000002,11.17,4.88,0.0,11.3,4
37.309,239.73,37.01300000000001,0,46.42,214.51999999999998,3.0,True,0,False,0.0,73.2,4.0,62.455658333,3,0.0,0.83,1.5,0.0,0.91,4
91.907,78.33,13.015,1,7.71,211.55,3.0,True,1,False,4.74,142.33333333,25.0,86.43623333299999,3,0.0,7.35,5.0,0.0,5.78,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,153.4,25.0,27.781425,2,0.0,1.04,1.38,0.0,2.65,5
53.272,131.8,111.987,0,32.13,353.17,3.0,True,1,False,0.0,176.43333333,23.0,196.04105833,4,4.32,7.78,1.5,0.0,4.52,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,160.3,25.0,0.1284666667,2,0.0,5.35,5.38,0.0,10.22,1
0.0,0.0,0.0,1,0.0,0.0,3.0,True,1,False,0.0,131.53333333,25.0,40.261425,3,0.0,6.52,4.25,0.0,10.22,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,129.86666667,19.0,29.00805,0,0.0,1.26,0.75,0.0,1.65,6
50.458,493.13,74.14,1,22.0,190.58,3.0,True,0,False,0.0,65.666666667,5.0,71.915583333,2,0.0,5.78,4.38,0.0,6.39,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,49.833333333,25.0,9.53045,0,0.0,0.61,0.25,0.0,0.04,6
0.003,0.0,0.002,1,0.0,0.0,3.0,True,0,False,0.0,176.73333333,25.0,72.431675,2,0.0,0.87,0.88,0.0,1.78,5
14.844,135.88000000000002,16.619,1,4.06,29.36,3.0,True,1,False,0.0,91.766666667,8.0,55.60455,1,0.0,1.87,3.38,0.0,0.96,5
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,72.5,25.0,33.1304,2,0.0,0.78,0.75,0.0,0.87,3
1.028,12.799999999999999,0.763,1,0.35,55.9,3.0,True,0,False,0.0,45.233333333,25.0,36.799008333,1,0.0,1.91,1.75,0.0,1.13,4
263.058,961.87,249.66,1,42.9,473.29,3.0,True,1,False,3.09,206.0,6.0,136.411675,4,0.0,15.0,7.38,0.0,12.87,4
70.96600000000002,35.65,48.07899999999999,1,86.77,116.42,3.0,True,1,False,0.0,154.8,8.0,97.948275,3,0.0,3.0,2.25,0.0,6.26,4
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,149.83333333,24.0,36.496841667,3,0.0,0.0,0.0,0.0,0.04,4
25.313,17.96,12.249,0,3.0,22.71,1.0,True,0,False,28.97,81.333333333,3.0,59.849866667,4,11.97,8.65,2.25,0.0,6.91,3
13.936,30.29,0.0,0,9.77,38.129999999999995,3.0,True,0,False,0.0,168.6,10.0,63.789383333,2,0.0,2.87,2.13,0.0,1.22,3
0.0,5.550000000000001,5.4110000000000005,0,0.1,0.64,3.0,True,1,False,0.0,124.63333333,3.0,77.433416667,2,0.0,7.74,5.75,0.0,10.83,3
118.512,688.39,259.846,0,116.74,321.71,3.0,True,1,False,0.0,185.86666667,25.0,83.7924,3,2.16,8.17,4.0,0.0,7.74,3
301.165,115.25,261.155,0,103.16,80.35000000000001,3.0,True,1,False,0.0,30.866666667,1.0,44.377391667,1,0.0,3.35,5.13,32.03,1.78,3
7.1679999999999975,43.15,55.325,0,6.23,28.97,3.0,True,0,False,0.0,28.066666667,15.0,58.5775,2,0.0,0.7,0.63,0.16,0.83,3
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,False,0.0,90.666666667,7.0,30.0006,0,0.0,8.65,12.13,0.0,0.65,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,122.13333333,25.0,22.700416667,0,0.0,2.17,0.75,0.0,3.13,6
0.0,0.0,0.0,1,0.0,0.0,4.0,False,1,True,0.0,148.0,25.0,117.575175,4,0.0,3.61,1.38,0.0,2.87,5
134.31,260.9,224.741,1,14.58,99.61,2.0,True,1,False,61.97,37.733333333,20.0,63.038941667,2,16.77,1.87,3.38,213.23,3.26,3
192.536,3.42,0.289,1,122.13,34.9,3.0,True,0,False,0.0,133.06666667,25.0,85.620941667,4,0.0,0.0,0.0,0.0,0.09,4
54.719,53.25,61.803,1,149.77,154.74,3.0,True,1,False,0.0,179.13333333,25.0,55.422541667,3,0.0,6.17,4.75,0.0,4.57,5
13.127,42.330000000000005,44.51300000000001,0,10.39,131.13,3.0,True,1,False,27.0,69.133333333,8.0,62.009091667,3,1.65,4.13,1.88,0.0,5.83,4
21.689,129.78,6.727,1,1.48,60.199999999999996,3.0,True,1,False,0.1,160.53333333,17.0,56.536066667,3,0.0,3.22,2.38,0.0,4.78,5
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,135.3,25.0,20.201091667,2,0.0,5.35,4.75,0.0,5.13,5
71.413,49.64000000000001,107.378,0,25.94,69.46000000000001,2.0,True,1,False,24.42,179.8,10.0,71.915791667,3,5.55,9.78,4.88,0.87,5.48,4
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,163.93333333,21.0,53.826825,1,0.0,2.22,0.5,0.0,0.78,4
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,165.16666667,25.0,32.978358333,0,0.0,0.78,1.13,0.0,0.65,5
2.787,3.03,2.482,1,7.19,38.23,3.0,True,0,False,0.0,166.3,25.0,47.843258333,3,0.0,7.04,4.75,0.0,9.35,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,165.2,3.0,18.995333333,2,0.0,1.74,0.75,0.0,2.65,5
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,160.7,25.0,47.872675,2,0.0,2.3,2.63,0.0,2.35,5
35.634,135.18,29.19,1,1.74,16.52,2.0,True,1,False,12.03,145.63333333,25.0,109.33523333,4,3.55,6.74,1.63,0.0,8.22,3
0.103,4.779999999999999,8.198,1,6.74,6.09,3.0,True,0,False,0.0,142.0,8.0,66.68163333300001,3,0.0,6.65,2.5,0.0,9.0,4
24.278,39.42,58.585,1,2.06,18.19,3.0,True,0,False,0.0,83.166666667,17.0,42.557033333,1,0.0,4.09,3.5,0.0,4.35,5
75.964,315.39000000000004,19.791,0,31.74,126.25,3.0,True,1,False,0.0,127.83333333,5.0,64.666558333,2,0.0,2.17,0.88,0.0,1.87,4
2.423,6.65,15.699000000000002,1,8.06,42.9,3.0,True,1,False,0.0,194.33333333,20.0,23.377116667,2,0.0,2.17,0.88,0.0,1.52,4
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,192.63333333,25.0,53.002125,0,0.0,4.3,3.63,0.0,1.61,5
5.0680000000000005,20.58,0.417,1,0.0,74.9,3.0,True,0,False,0.0,184.06666667,25.0,55.78435,3,0.0,1.13,0.88,0.0,2.26,4
3.802,59.36,2.219,0,9.1,95.49,3.0,True,0,False,0.0,176.93333333,19.0,78.252233333,2,0.0,2.74,1.38,0.0,6.52,5
52.073,193.83,57.71100000000001,0,24.55,103.26,3.0,True,1,False,0.0,32.0,25.0,44.548383333,1,0.0,4.39,3.75,0.0,6.22,3
74.801,255.54999999999998,11.401,1,13.16,70.09,3.0,True,1,False,0.0,59.733333333,25.0,44.494066667,1,0.0,6.78,3.0,0.0,6.91,3
39.094,84.42,20.762,0,14.32,177.91,3.0,True,0,False,0.0,73.93333333300001,1.0,50.914666667,3,0.0,5.09,2.13,0.0,4.3,3
20.963,58.620000000000005,23.768,1,0.74,23.84,2.0,True,0,False,31.87,172.86666667,6.0,247.20015,4,13.65,10.61,7.13,0.0,11.91,5
521.37,274.06,400.696,0,311.55,127.23,3.0,True,0,False,0.0,163.46666667,25.0,20.541391667,2,0.0,1.26,1.0,0.0,1.91,4
6.772,19.130000000000003,5.43,1,0.77,73.97,3.0,True,0,False,0.0,191.26666667,25.0,147.322375,3,0.0,9.0,6.38,0.0,12.17,5
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,83.033333333,25.0,0.2499833333,0,0.0,3.0,2.38,0.0,3.78,6
0.072,0.0,0.001,0,0.0,0.0,4.0,False,0,True,0.0,168.03333333,1.0,69.483675,2,0.0,3.96,3.0,0.0,8.74,4
0.914,0.0,0.885,1,0.0,0.0,3.0,True,0,False,0.0,141.96666667,17.0,18.30745,1,0.0,0.17,1.5,0.0,0.26,5
2.879,50.010000000000005,3.122,1,20.71,25.830000000000002,3.0,True,0,False,0.0,166.56666667,25.0,38.59625,1,0.0,1.0,0.13,0.0,1.57,4
1.2,3.16,9.846,0,1.26,17.900000000000002,3.0,True,1,False,0.0,142.13333333,1.0,156.05788333,3,0.0,14.39,11.63,0.0,11.43,4
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,158.06666667,25.0,65.45814166699999,2,0.0,5.04,0.5,0.0,1.78,5
53.254,138.90999999999997,37.827,0,3.1,31.26,3.0,True,1,False,42.65,141.86666667,25.0,35.361233333,3,15.71,11.0,7.38,0.0,9.87,3
239.443,80.64,204.075,1,29.84,122.96,2.0,True,0,False,32.42,203.63333333,24.0,313.96736667,4,104.1,6.83,6.13,0.0,8.3,4
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,67.1,25.0,0.7499916667000001,0,0.0,5.48,3.75,0.0,0.0,6
0.0,0.0,0.0,1,0.0,0.0,4.0,False,1,True,0.0,133.1,25.0,89.36285833299999,4,0.0,12.0,3.0,0.0,15.04,5
11.083,87.36,17.564,1,22.61,135.94,3.0,True,0,False,0.0,76.766666667,6.0,27.128541667,1,0.0,8.57,5.38,0.0,7.52,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,143.9,25.0,57.369891667,1,0.0,5.3,4.13,0.0,4.22,6
4.0310000000000015,30.840000000000003,12.96,0,0.42,7.71,3.0,True,0,False,0.0,100.86666667,18.0,57.451983333,2,0.0,11.35,6.75,0.0,10.3,2
37.438,134.94,21.74,1,6.1,95.39,2.0,True,1,False,0.48,113.1,9.0,71.801866667,2,0.0,2.35,1.88,0.0,2.3,4
30.725,162.41,29.327,1,23.65,216.49,3.0,True,0,False,0.13,68.333333333,7.0,46.147916667,3,0.0,11.39,6.13,0.0,11.17,4
4.933,5.699999999999999,0.0,0,2.39,19.84,3.0,True,1,False,0.0,146.76666667,5.0,32.082691667,1,0.0,2.26,1.38,0.0,5.65,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,135.43333333,25.0,41.059016667,2,0.0,5.83,1.25,0.0,5.35,5
6.556,21.78,0.0,0,5.06,30.61,3.0,True,0,False,0.0,71.06666666699999,14.0,235.11759167,3,0.0,16.0,2.88,0.0,17.17,3
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,56.733333333,25.0,38.366,1,0.0,2.04,2.63,0.0,2.3,6
1.261,1.1,0.58,0,1.32,1.39,3.0,True,0,False,0.0,101.76666667,20.0,40.332791667,3,0.0,3.78,3.0,0.0,3.83,4
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,210.13333333,4.0,88.8883,4,0.0,0.0,0.0,0.0,0.0,5
22.511,60.21999999999999,12.143,1,32.77,197.1,3.0,True,0,False,0.71,81.466666667,24.0,63.19930833300001,2,0.0,3.52,2.38,0.0,3.04,5
49.676,49.52,124.639,0,17.0,117.55000000000001,2.0,True,1,False,26.23,89.633333333,14.0,57.005283333,3,13.16,6.3,1.63,0.0,8.43,3
75.637,189.12,50.61600000000001,0,6.19,26.029999999999998,2.0,True,0,False,20.65,66.233333333,6.0,81.683591667,3,17.35,3.7,1.0,0.0,3.22,2
0.0,0.0,0.0,0,0.0,0.0,3.0,True,0,False,0.0,48.633333333,9.0,44.415791667,2,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,185.43333333,14.0,61.0459,3,0.0,4.91,1.88,0.0,8.83,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,89.433333333,25.0,82.353666667,2,0.0,2.57,2.25,0.0,1.3,4
20.742,40.38,4.101,1,12.13,107.39,3.0,True,0,False,0.0,187.0,11.0,29.717033333000003,2,0.0,2.91,2.63,0.0,2.61,6
0.002,0.0,0.0,0,0.06,0.03,3.0,True,0,False,0.0,154.83333333,12.0,32.440116667,2,0.0,1.87,0.13,0.0,0.74,5
19.988,131.93,24.235,0,2.52,160.42,3.0,True,0,False,0.06,168.4,5.0,44.69815,1,0.0,8.91,8.13,0.0,7.3,4
121.366,755.91,61.396,0,81.71,410.84,3.0,True,1,False,0.13,168.63333333,12.0,57.166083333,2,0.0,6.04,5.5,0.0,6.17,4
516.384,337.48,135.724,0,121.1,136.23000000000002,2.0,True,1,False,49.68,121.7,7.0,125.20853333,4,3.52,11.35,6.63,0.0,17.48,4
1691.26,977.4699999999999,1769.628,0,49.77,72.03,1.0,True,1,False,106.65,26.9,10.0,118.894,3,24.55,4.48,3.88,0.0,5.26,1
453.223,336.34999999999997,370.159,1,59.52,67.91,1.0,True,0,False,88.61,173.46666667,10.0,159.64058333,4,14.07,4.13,3.38,0.61,2.83,5
194.206,142.8,176.06599999999997,1,19.87,256.13,2.0,True,1,False,79.39,209.16666667,19.0,136.964775,4,17.869999999999997,9.48,7.38,0.0,8.74,4
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,57.5,13.0,126.04575833,3,0.0,0.13,0.38,0.0,0.61,6
0.0,0.0,0.0,1,0.0,0.0,3.0,True,1,False,0.0,67.733333333,21.0,41.053266667,3,0.0,4.13,3.88,0.0,1.35,5
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,False,0.0,49.433333333,16.0,10.291908333,0,0.0,1.39,1.25,0.0,0.83,6
3.1660000000000004,40.93000000000001,4.453,1,8.55,56.39,3.0,True,0,False,1.65,71.6,13.0,26.71455,1,0.0,0.35,0.13,0.0,1.22,5
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,161.2,21.0,54.291666667,0,0.0,4.26,3.63,0.0,3.43,6
0.376,2.09,0.081,1,0.74,1.35,3.0,True,0,False,0.0,68.5,3.0,28.314333333,1,0.0,4.65,4.75,0.0,5.3,5
257.64,94.63999999999999,639.1669999999998,1,53.97,93.03,1.0,True,1,False,66.13,139.93333333,1.0,205.2891,4,15.45,4.04,1.25,0.0,6.39,6
12.717,5.680000000000001,19.942,0,0.03,27.84,3.0,True,0,False,0.0,20.8,20.0,33.871358333,2,0.0,3.78,4.75,0.0,6.43,1
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,175.26666667,25.0,122.98373333,3,0.0,5.83,1.63,0.0,3.26,3
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,221.06666667,25.0,54.0811,0,0.0,8.78,9.5,0.0,1.35,5
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,True,0.0,166.3,25.0,43.372783333,0,0.0,0.78,1.0,0.0,1.57,6
0.964,16.2,0.0,0,20.61,73.71,3.0,True,0,False,0.0,109.06666667,1.0,109.695,2,0.0,8.3,2.38,0.0,7.26,3
4.354,19.639999999999997,1.778,1,6.87,18.39,3.0,True,0,False,0.0,159.16666667,8.0,66.459183333,3,0.0,0.57,0.13,0.0,2.17,5
14.337,379.90000000000003,8.68,1,45.45,141.51,3.0,True,0,False,0.0,145.46666667,25.0,38.505183333000005,3,0.0,3.26,0.0,0.0,3.65,5
5.936,43.230000000000004,5.55,0,14.29,101.64,3.0,True,0,False,0.0,161.5,25.0,35.574675,1,0.42,7.83,3.75,0.0,7.35,4
78.428,30.510000000000005,28.234,0,40.84,62.68,3.0,True,1,False,0.0,203.03333333,25.0,17.332975,1,0.0,5.43,4.38,0.0,4.39,4
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,59.4,7.0,38.0772,0,0.0,1.35,1.63,0.0,5.04,5
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,4.4,1.0,235.28922000000003,3,0.0,0.04,0.13,0.0,0.0,2
121.856,433.23999999999995,128.358,0,8.42,151.77,3.0,True,0,False,0.0,95.566666667,11.0,68.74990833300001,2,0.0,11.39,11.5,0.0,3.52,2
0.02,0.54,0.92,0,0.0,0.84,3.0,True,0,False,0.0,166.43333333,25.0,60.040391667,3,0.0,31.22,20.88,0.0,31.3,3
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,198.26666667,3.0,14.980516667,1,0.0,2.3,0.13,0.0,0.0,4
0.0,0.06,0.307,1,0.29,0.68,3.0,True,0,False,0.0,136.13333333,10.0,54.103425,1,0.0,0.96,1.13,0.0,1.04,5
19.199,128.02,19.843,1,0.0,8.97,3.0,True,0,False,0.0,53.4,12.0,95.792891667,2,0.0,4.57,3.13,0.0,4.52,5
0.0,0.0,0.0,1,0.0,0.0,3.0,True,0,False,0.0,184.53333333,6.0,127.95010833,4,0.0,2.0,0.63,0.0,1.13,6
2.798,44.510000000000005,8.261000000000001,0,7.0,47.870000000000005,3.0,True,1,False,0.0,144.0,3.0,69.249583333,3,0.0,6.91,3.38,0.0,5.43,3
0.0,0.0,0.0,0,0.0,0.0,4.0,False,0,True,0.0,185.53333333,25.0,65.6595,1,0.0,6.74,3.5,0.0,2.09,5
87.79299999999998,29.34,0.0,1,31.03,61.769999999999996,3.0,True,1,False,0.0,128.5,5.0,54.248475,3,0.23,5.96,3.13,0.0,9.52,5
0.0,0.0,0.0,0,0.0,0.0,3.0,True,1,False,0.0,37.466666667,11.0,43.385383333,2,0.0,2.83,1.5,0.0,1.61,5
37.879,44.83,8.855,0,0.32,145.84,3.0,True,0,False,0.0,135.1,6.0,56.24985,3,0.0,5.17,5.0,0.0,2.52,3
0.0,0.0,0.0,1,0.0,0.0,4.0,False,1,True,0.0,141.3,9.0,32.058925,0,0.0,4.61,5.5,0.0,2.65,6
0.0,0.0,0.0,1,0.0,0.0,4.0,False,0,False,0.0,76.06666666699999,7.0,147.43455,3,0.0,3.57,1.88,0.0,7.09,5
2.419,0.0,1.304,0,0.0,24.61,3.0,True,0,False,0.0,154.63333333,25.0,107.15834167,3,0.0,1.39,0.25,0.0,0.91,4
23.185,60.220000000000006,0.6779999999999999,0,12.23,35.160000000000004,3.0,True,0,False,0.0,154.93333333,1.0,4.5391666667,1,0.0,9.13,7.88,0.0,0.0,3
1.73,0.0,1.02,0,0.0,0.1,4.0,False,0,True,0.0,69.966666667,1.0,70.631808333,2,0.0,2.74,1.38,0.0,1.83,2
26.115,44.059999999999995,43.38399999999999,0,4.1,12.65,2.0,True,1,False,15.06,128.0,6.0,94.845158333,4,5.0,3.52,3.0,0.0,4.52,5
